i1_freq,params_list,phase_avg,ijj_mag,vjj_mag,iin_mag,iloop_mag,iout_mag,vinput_mag,vin_mag,vbase_mag,vcancel_mag,vout_mag,voutput_mag,leff_input,energy_in,energy_out,energy_out_prev,ifreq_fft,iin_fft,iout_fft,iout_prev_fft,energy_in_fft,energy_out_fft,energy_out_prev_fft,vfreq_fft,vin_fft,vout_fft,pfreq_fft,pin_fft,pout_fft
60000000.0,0.0,0.0,0.0,0.0,3.2258929894790733e-09,3.2258929894790733e-09,2.9205146505882865e-12,9.9995017551626e-11,9.9995017551626e-11,2.5292893848861344e-10,4.068653788197509e-10,1.4602573252941436e-10,1.4602573252941436e-10,2e-05,3.225732261026272e-19,4.264702912150412e-22,1.170718377701651e-27,59999999.99999999,9.637138494723037e-05,9.440141481565716e-08,9.637138494723037e-05,4.817735857426868e-10,4.455813559598887e-13,1.044837431622817e-18,59999999.99999999,4.9991352309245045e-06,4.720070740782858e-06,119999999.99999999,4.81720406805844e-15,4.455338486013152e-18
61000000.0,0.0,0.0,0.0,0.0,2.9783721641909536e-09,2.9783721641909536e-09,2.7388947345267297e-12,9.999963918225753e-11,9.999963918225753e-11,2.3719968865252214e-10,3.7452296936956617e-10,1.369447367263365e-10,1.369447367263365e-10,2e-05,2.9783614176957484e-19,3.7507721834091233e-22,9.979538341980943e-28,60999999.99999999,8.827212202195656e-05,8.790900966035474e-08,8.827212202195656e-05,4.4128165116171754e-10,3.863996989732171e-13,8.765963467041585e-19,60999999.99999999,4.999105505268746e-06,4.395450483017737e-06,121999999.99999999,4.412381164781101e-15,3.863674688568243e-18
62000000.0,0.0,0.0,0.0,0.0,2.7456210131995868e-09,2.7456210131995868e-09,2.5610192497526135e-12,9.999949148534371e-11,9.999949148534371e-11,2.2178863188887046e-10,3.436978010664422e-10,1.2805096248763063e-10,1.2805096248763063e-10,2e-05,2.7456070513143287e-19,3.2794097988017185e-22,8.480739091638516e-28,61999999.99999999,8.151040559672658e-05,8.250617759076508e-08,8.151040559672658e-05,4.0747664057258584e-10,3.4036346703194325e-13,7.474439498110736e-19,61999999.99999999,4.999075119176562e-06,4.125308879538254e-06,123999999.99999999,4.074339889346445e-15,3.4033323251186117e-18
63000000.0,0.0,0.0,0.0,0.0,2.550061059165084e-09,2.550061059165084e-09,2.408326924823275e-12,9.999962729425641e-11,9.999962729425641e-11,2.0856806382129544e-10,3.171578023296483e-10,1.2041634624116382e-10,1.2041634624116382e-10,2e-05,2.5500515549410517e-19,2.900019288414368e-22,7.315662831153919e-28,62999999.99999999,7.577886603075269e-05,7.794210759978052e-08,7.577886603075269e-05,3.788219034709713e-10,3.0374860685478827e-13,6.460241104020109e-19,62999999.99999999,4.999044236386927e-06,3.897105379989027e-06,125999999.99999999,3.787800317456767e-15,3.0371996271823424e-18
64000000.0,0.0,0.0,0.0,0.0,2.384138633548962e-09,2.384138633548962e-09,2.273779926223198e-12,9.99995630262674e-11,9.99995630262674e-11,1.969125106011526e-10,2.939066419743574e-10,1.136889963111599e-10,1.136889963111599e-10,2e-05,2.3841282154893844e-19,2.585037576447786e-22,6.394631651978301e-28,63999999.99999999,7.085706664972078e-05,7.403693582766713e-08,7.085706664972078e-05,3.542153874993527e-10,2.740733933375051e-13,5.648314380978345e-19,63999999.99999999,4.9990128613480855e-06,3.7018467913833572e-06,127999999.99999999,3.5417421986673724e-15,2.740460541837656e-18
65000000.0,0.0,0.0,0.0,0.0,2.2403401271372744e-09,2.2403401271372744e-09,2.1562638293669923e-12,9.999091194166096e-11,9.999091194166096e-11,1.8673633413303146e-10,2.73570137944808e-10,1.0781319146834965e-10,1.0781319146834965e-10,2e-05,2.240136523719527e-19,2.3247368509182037e-22,5.646514370919141e-28,64999999.99999999,6.658332653738117e-05,7.065874911049702e-08,6.658332653738117e-05,3.3284877560298527e-10,2.496329412930082e-13,4.987506794381468e-19,64999999.99999999,4.998980869724458e-06,3.5329374555248514e-06,129999999.99999999,3.3280824151488602e-15,2.4960661736105634e-18
66000000.0,0.0,0.0,0.0,0.0,2.1179639449949522e-09,2.1179639449949522e-09,2.0539364706146127e-12,9.999931500238338e-11,9.999931500238338e-11,1.7787590620785783e-10,2.558030140935578e-10,1.0269682353073065e-10,1.0269682353073065e-10,2e-05,2.117949436992408e-19,2.1093275126604062e-22,5.0464926813359035e-28,65999999.99999999,6.283635973173358e-05,6.77086141575576e-08,6.283635973173358e-05,3.1411573287469106e-10,2.292228215568504e-13,4.441959117377808e-19,65999999.99999999,4.99894860580309e-06,3.3854307078778793e-06,131999999.99999999,3.1407575913848227e-15,2.2919747501340553e-18
67000000.0,0.0,0.0,0.0,0.0,1.9958784893936762e-09,1.9958784893936762e-09,1.96542676837022e-12,9.999975964909275e-11,9.999975964909275e-11,1.702148001024334e-10,2.404621165898194e-10,9.8271338418511e-11,9.8271338418511e-11,2e-05,1.9958736922816195e-19,1.931451190913103e-22,4.481472312477431e-28,66999999.99999999,5.952341166689165e-05,6.511086624974463e-08,5.952341166689165e-05,2.9755251989193995e-10,2.1197124518960665e-13,3.9859161035245343e-19,66999999.99999999,4.9989157469185495e-06,3.2555433124872303e-06,133999999.99999999,2.975130443508647e-15,2.119466632901574e-18
68000000.0,0.0,0.0,0.0,0.0,1.907701991407677e-09,1.907701991407677e-09,1.891510507159874e-12,9.999918605453882e-11,9.999918605453882e-11,1.6380661390857845e-10,2.27659892953127e-10,9.45755253579937e-11,9.45755253579937e-11,2e-05,1.907686463753905e-19,1.7889059993481018e-22,4.094242749023418e-28,67999999.99999999,5.657232416058642e-05,6.28066601124299e-08,5.657232416058642e-05,2.827983950768652e-10,1.9723382772391464e-13,3.600481343546779e-19,67999999.99999999,4.998882391222121e-06,3.1403330056214948e-06,135999999.99999997,2.8275936601672484e-15,1.9720989471963537e-18
69000000.0,0.0,0.0,0.0,0.0,1.815793892122005e-09,1.815793892122005e-09,1.818615479869076e-12,9.999692362388772e-11,9.999692362388772e-11,1.574965618234096e-10,2.1513202754226313e-10,9.09307739934538e-11,9.09307739934538e-11,2e-05,1.8157380314724596e-19,1.653681131809715e-22,3.709245891001027e-28,68999999.99999999,5.392612282416357e-05,6.0749539246577e-08,5.392612282416357e-05,2.6956852026397257e-10,1.8452532593357e-13,3.2715300632026224e-19,68999999.99999999,4.998848538452361e-06,3.0374769623288506e-06,137999999.99999997,2.6952989085163507e-15,1.8450194977127555e-18
70000000.0,0.0,0.0,0.0,0.0,1.7322457325564657e-09,1.7322457325564657e-09,1.7426238810269106e-12,9.999307390134846e-11,9.999307390134846e-11,1.5091211089165752e-10,2.0228870597372915e-10,8.713119405134552e-11,8.713119405134552e-11,2e-05,1.7321257555081416e-19,1.518368995362646e-22,3.3757596877050975e-28,69999999.99999999,5.1539165018590497e-05,5.890229806031019e-08,5.1539165018590497e-05,2.576347146631922e-10,1.7347403583928109e-13,2.98832122216519e-19,69999999.99999999,4.998814291427922e-06,2.9451149030155095e-06,139999999.99999997,2.575958973211623e-15,1.7345057727688335e-18
